id,author,title,image_url,small_image_url,price,books_count,isbn,isbn13,original_publication_year,original_title,language_code,average_rating
1251,Kelley Armstrong,"The Reckoning (Darkest Powers, #3)",https://images.gr-assets.com/books/1327154591m/6468666.jpg,https://images.gr-assets.com/books/1327154591s/6468666.jpg,2075,39,1841497126,9781841497130,2010,The Reckoning,en-GB,4.21
1252,Katherine Boo,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",https://images.gr-assets.com/books/1315601232m/11869272.jpg,https://images.gr-assets.com/books/1315601232s/11869272.jpg,624,59,1400067553,9781400067560,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",en-US,3.97
1253,"P.L. Travers, Mary Shepard","Mary Poppins (Mary Poppins, #1)",https://images.gr-assets.com/books/1327947805m/152380.jpg,https://images.gr-assets.com/books/1327947805s/152380.jpg,1286,162,152058109,9780152058100,1934,Mary Poppins,en-US,4.05
1254,Scott Lynch,"Red Seas Under Red Skies (Gentleman Bastard, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3107,48,553804685,9780553804680,2007,Red Seas Under Red Skies,eng,4.23
1255,Sandra Cisneros,The House on Mango Street,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3403,67,679734775,9780679734770,1984,The House on Mango Street,eng,3.57
1256,David Benioff,City of Thieves,https://images.gr-assets.com/books/1392015757m/1971304.jpg,https://images.gr-assets.com/books/1392015757s/1971304.jpg,435,72,670018708,9780670018700,2008,City of Thieves,en-GB,4.28
1257,Jeaniene Frost,"Halfway to the Grave (Night Huntress, #1)",https://images.gr-assets.com/books/1373855613m/1421990.jpg,https://images.gr-assets.com/books/1373855613s/1421990.jpg,318,56,61245089,9780061245080,2007,Halfway to the Grave,eng,4.18
1258,"Roald Dahl, Quentin Blake",The Twits,https://images.gr-assets.com/books/1406090629m/31456.jpg,https://images.gr-assets.com/books/1406090629s/31456.jpg,3513,116,141318309,9780141318300,1980,The Twits,eng,3.94
1259,Garth Nix,"Abhorsen (Abhorsen, #3)",https://images.gr-assets.com/books/1401683669m/334643.jpg,https://images.gr-assets.com/books/1401683669s/334643.jpg,3314,66,60278250,9780060278250,2003,Abhorsen,en-US,4.29
1260,"James Patterson, Peter de Jonge",The Beach House,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1113,60,446612545,9780446612550,2002,The Beach House,eng,3.82
1261,Stephen King,The Eyes of the Dragon,https://images.gr-assets.com/books/1430121758m/10611.jpg,https://images.gr-assets.com/books/1430121758s/10611.jpg,3457,142,751504572,9780751504580,1987,Eyes of the Dragon,eng,3.92
1262,Frank Herbert,Children of Dune (Dune Chronicles #3),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1182,116,441104029,9780441104020,1976,Children of Dune,eng,3.9
1263,James S.A. Corey,"Leviathan Wakes (The Expanse, #1)",https://images.gr-assets.com/books/1411013134m/8855321.jpg,https://images.gr-assets.com/books/1411013134s/8855321.jpg,3677,55,1841499889,9781841499890,2011,Leviathan Wakes,eng,4.2
1264,Sarah J. Maas,"Queen of Shadows (Throne of Glass, #4)",https://images.gr-assets.com/books/1441230104m/18006496.jpg,https://images.gr-assets.com/books/1441230104s/18006496.jpg,1947,36,1619636042,9781619636040,2015,Queen of Shadows,eng,4.6
1265,Art Spiegelman,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",https://images.gr-assets.com/books/1327887479m/15197.jpg,https://images.gr-assets.com/books/1327887479s/15197.jpg,2706,25,679729771,9780679729780,1991,Maus II : And Here My Troubles Began,eng,4.41
1266,Ezra Jack Keats,The Snowy Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3869,54,140501827,9780140501830,1962,The Snowy Day,eng,4.13
1267,Janet Evanovich,"To the Nines (Stephanie Plum, #9)",https://images.gr-assets.com/books/1169433446m/40331.jpg,https://images.gr-assets.com/books/1169433446s/40331.jpg,1325,45,747267634,9780747267640,2003,To the Nines,eng,4.16
1268,Emily Giffin,Where We Belong,https://images.gr-assets.com/books/1340320747m/12987977.jpg,https://images.gr-assets.com/books/1340320747s/12987977.jpg,2424,40,312554192,9780312554190,2012,Where We Belong,en-US,3.86
1269,Richard   Preston,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,https://images.gr-assets.com/books/1413747743m/16213.jpg,https://images.gr-assets.com/books/1413747743s/16213.jpg,3100,67,385495226,9780385495230,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,eng,4.1
1270,"Haruki Murakami, Philip Gabriel",Sputnik Sweetheart,https://images.gr-assets.com/books/1486764070m/9557.jpg,https://images.gr-assets.com/books/1486764070s/9557.jpg,3370,124,99448475,9780099448470,1999,スプートニクの恋人 [Supūtoniku no Koibito],eng,3.82
1271,Elizabeth Gilbert,The Signature of All Things,https://images.gr-assets.com/books/1364277893m/17465453.jpg,https://images.gr-assets.com/books/1364277893s/17465453.jpg,1971,72,670024856,9780670024860,2012,The Signature of All Things,eng,3.81
1272,Lynne Truss,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",https://images.gr-assets.com/books/1473392595m/8600.jpg,https://images.gr-assets.com/books/1473392595s/8600.jpg,2135,38,1592402038,9781592402040,2003,"Eats, Shoots and Leaves",en-US,3.86
1273,Kim Harrison,"Dead Witch Walking (The Hollows, #1)",https://images.gr-assets.com/books/1391713381m/30264.jpg,https://images.gr-assets.com/books/1391713381s/30264.jpg,2010,56,60572965,9780060572970,2004,Dead Witch Walking,en-US,4.04
1274,"Clement C. Moore, Jan Brett",The Night Before Christmas,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,817,3,399231900,9780399231900,1986,,en-US,4.36
1275,Diana Gabaldon,"An Echo in the Bone (Outlander, #7)",https://images.gr-assets.com/books/1370918297m/2832909.jpg,https://images.gr-assets.com/books/1370918297s/2832909.jpg,2024,53,752898477,9780752898480,2009,An Echo in the Bone,eng,4.42
1276,Cynthia Hand,"Unearthly (Unearthly, #1)",https://images.gr-assets.com/books/1324782984m/7488244.jpg,https://images.gr-assets.com/books/1324782984s/7488244.jpg,2014,41,61996165,9780061996160,2011,Unearthly,en-US,4.06
1277,Lee Strobel,The Case for Christ,https://images.gr-assets.com/books/1448776489m/73186.jpg,https://images.gr-assets.com/books/1448776489s/73186.jpg,893,52,310226058,9780310226060,1988,The Case for Christ,,4.1
1278,Robert Jordan,"Knife of Dreams (Wheel of Time, #11)",https://images.gr-assets.com/books/1397856387m/13888.jpg,https://images.gr-assets.com/books/1397856387s/13888.jpg,1347,53,812577566,9780812577560,2005,Knife of Dreams,en-US,4.12
1279,Carl Hiaasen,Hoot,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2254,59,440421705,9780440421700,2002,Hoot,eng,3.81
1280,"Virgil, Robert Fitzgerald",The Aeneid,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3780,830,679729526,9780679729520,-17,Æneis,eng,3.81
1281,Junot Díaz,This Is How You Lose Her,https://images.gr-assets.com/books/1342596676m/13503109.jpg,https://images.gr-assets.com/books/1342596676s/13503109.jpg,3422,56,1594487367,9781594487360,2012,This is How You Lose Her,eng,3.75
1282,"Haruki Murakami, Jay Rubin",After Dark,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3883,127,307265838,9780307265840,2004,アフターダーク [Afutā dāku],eng,3.68
1283,Daniel Quinn,Ishmael:A Novel,https://images.gr-assets.com/books/1388180479m/227265.jpg,https://images.gr-assets.com/books/1388180479s/227265.jpg,1214,43,553375407,9780553375400,1992,Ishmael: An Adventure of the Mind and Spirit,en-US,3.97
1284,Jenny Han,"It's Not Summer Without You (Summer, #2)",https://images.gr-assets.com/books/1479864019m/6584188.jpg,https://images.gr-assets.com/books/1479864019s/6584188.jpg,1447,48,1416995552,9781416995560,2010,It's Not Summer Without You,en-US,4.14
1285,Katie McGarry,"Pushing the Limits (Pushing the Limits, #1)",https://images.gr-assets.com/books/1322770025m/10194514.jpg,https://images.gr-assets.com/books/1322770025s/10194514.jpg,2874,52,373210493,9780373210500,2012,Pushing the Limits,eng,4.08
1286,"Kennilworthy Whisp, J.K. Rowling",Quidditch Through the Ages,https://images.gr-assets.com/books/1369689506m/111450.jpg,https://images.gr-assets.com/books/1369689506s/111450.jpg,2340,103,439321611,9780439321620,2001,Quidditch Through the Ages,eng,3.85
1287,"Harry Allard, James  Marshall","Miss Nelson Is Missing! (Miss Nelson, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,873,19,395401461,9780395401460,1977,Miss Nelson Is Missing!,eng,4.26
1288,"Richard Bachman, Stephen King",The Long Walk,https://images.gr-assets.com/books/1309212400m/9014.jpg,https://images.gr-assets.com/books/1309212400s/9014.jpg,3219,109,451196716,9780451196710,1979,The Long Walk,eng,4.11
1289,"Lemony Snicket, Brett Helquist","The Ersatz Elevator (A Series of Unfortunate Events, #6)",https://images.gr-assets.com/books/1352066916m/172327.jpg,https://images.gr-assets.com/books/1352066916s/172327.jpg,3840,66,60566213,9780060566210,2001,The Ersatz Elevator,eng,4.01
1290,Lois Lowry,"Messenger (The Giver, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3321,56,385732538,9780385732540,2004,Messenger,eng,3.9
1291,J.R. Ward,"Lover Revealed (Black Dagger Brotherhood, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2376,52,451412354,9780451412360,2007,Lover Revealed,eng,4.3
1292,"Stephen King, Jerry N. Uelsmann",Salem's Lot,https://images.gr-assets.com/books/1320478491m/5413.jpg,https://images.gr-assets.com/books/1320478491s/5413.jpg,764,22,385516487,9780385516490,2005,Salem's Lot The Illustrated Edition,eng,4.25
1293,"Trenton Lee Stewart, Carson Ellis","The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",https://images.gr-assets.com/books/1342715444m/83369.jpg,https://images.gr-assets.com/books/1342715444s/83369.jpg,633,44,316057770,9780316057780,2007,The Mysterious Benedict Society,en-US,4.14
1294,Christopher Hitchens,god is Not Great: How Religion Poisons Everything,https://images.gr-assets.com/books/1411218313m/43369.jpg,https://images.gr-assets.com/books/1411218313s/43369.jpg,864,83,446579807,9780446579800,2007,God is Not Great: How Religion Poisons Everything,eng,3.96
1295,Abbi Glines,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",https://images.gr-assets.com/books/1356822956m/17029526.jpg,https://images.gr-assets.com/books/1356822956s/17029526.jpg,1325,42,1301627445,9781301627450,2013,"Never Too Far (Too Far, #2)",eng,4.21
1296,Michael Crichton,State of Fear,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1678,97,61015733,9780061015730,2004,State of Fear,eng,3.69
1297,Jennifer E. Smith,The Statistical Probability of Love at First Sight,https://images.gr-assets.com/books/1337187623m/10798416.jpg,https://images.gr-assets.com/books/1337187623s/10798416.jpg,1672,59,316122386,9780316122380,2012,The Statistical Probability of Love at First Sight,eng,3.8
1298,Jonathan Stroud,"The Golem's Eye (Bartimaeus, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3754,80,786836547,9780786836540,2004,The Golem's Eye,en-US,4.09
1299,Tom Robbins,Still Life with Woodpecker,https://images.gr-assets.com/books/1308749778m/9566.jpg,https://images.gr-assets.com/books/1308749778s/9566.jpg,2832,40,184243022X,9781842430220,1980,Still Life with Woodpecker,eng,4.04
1300,Jenna Blum,Those Who Save Us,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1341,43,156031663,9780156031660,2004,Those Who Save Us,en-US,4.12
1301,John Grisham,The Broker,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1492,104,385340540,9780385340540,2005,The Broker,eng,3.77
1302,Beth Revis,"Across the Universe (Across the Universe, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,485,56,1595143971,9781595143980,2011,Across the Universe,eng,3.78
1303,M. Scott Peck,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",https://images.gr-assets.com/books/1322673263m/347852.jpg,https://images.gr-assets.com/books/1322673263s/347852.jpg,3647,94,671250671,9780671250680,1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",en-US,4.03
1304,Jim Butcher,"Blood Rites (The Dresden Files, #6)",https://images.gr-assets.com/books/1345557965m/99383.jpg,https://images.gr-assets.com/books/1345557965s/99383.jpg,1020,40,451459873,9780451459880,2004,Blood Rites,eng,4.33
1305,"Gertrude Chandler Warner, L. Kate Deal","The Boxcar Children (The Boxcar Children, #1)",https://images.gr-assets.com/books/1173489650m/297249.jpg,https://images.gr-assets.com/books/1173489650s/297249.jpg,2735,56,807508527,9780807508530,1942,The Boxcar Children,en-US,4.09
1306,A.S.A. Harrison,The Silent Wife,https://images.gr-assets.com/books/1356094989m/16171291.jpg,https://images.gr-assets.com/books/1356094989s/16171291.jpg,900,65,143123238,9780143123230,2013,The Silent Wife,eng,3.3
1307,Caitlin Moran,How to Be a Woman,https://images.gr-assets.com/books/1405909800m/10600242.jpg,https://images.gr-assets.com/books/1405909800s/10600242.jpg,525,56,91940737,9780091940740,2011,How to Be a Woman,eng,3.73
1308,Sarah J. Maas,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://images.gr-assets.com/books/1485259138m/17927395.jpg,https://images.gr-assets.com/books/1485259138s/17927395.jpg,2942,39,4705489746,9834307625529,2016,A Court of Mist and Fury,eng,4.72
1309,Keith Richards,Life,https://images.gr-assets.com/books/1327960451m/9439303.jpg,https://images.gr-assets.com/books/1327960451s/9439303.jpg,1153,56,297854399,9780297854400,2010,Life,en-GB,3.84
1310,Jhumpa Lahiri,Unaccustomed Earth,https://images.gr-assets.com/books/1320398140m/85301.jpg,https://images.gr-assets.com/books/1320398140s/85301.jpg,407,69,676979343,9780676979340,2008,Unaccustomed Earth,eng,4.11
1311,Anita Shreve,The Pilot's Wife,https://images.gr-assets.com/books/1435011220m/5191.jpg,https://images.gr-assets.com/books/1435011220s/5191.jpg,1392,77,316601950,9780316601960,1998,The Pilot's Wife,eng,3.5
1312,Don DeLillo,White Noise,https://images.gr-assets.com/books/1327934706m/11762.jpg,https://images.gr-assets.com/books/1327934706s/11762.jpg,1730,81,140283307,9780140283300,1985,White Noise,eng,3.86
1313,Stephen E. Ambrose,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2155,68,743464117,9780743464120,1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",eng,4.42
1314,Charles Darwin,The Origin of Species,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2416,1004,785819118,9780785819110,1859,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,eng,3.97
1315,Craig Thompson,Blankets,https://images.gr-assets.com/books/1460925949m/25179.jpg,https://images.gr-assets.com/books/1460925949s/25179.jpg,3531,40,1891830430,9781891830430,2003,Blankets,eng,4.06
1316,David Wroblewski,The Story of Edgar Sawtelle,https://images.gr-assets.com/books/1310466361m/2731276.jpg,https://images.gr-assets.com/books/1310466361s/2731276.jpg,1393,70,61374229,9780061374230,2008,The Story of Edgar Sawtelle,eng,3.6
1317,Christina Schwarz,Drowning Ruth,https://images.gr-assets.com/books/1390180160m/5171.jpg,https://images.gr-assets.com/books/1390180160s/5171.jpg,1676,43,345439104,9780345439110,2000,Drowning Ruth,eng,3.73
1318,Charles Bukowski,Post Office,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1003,131,876850867,9780876850860,1971,Post Office,en-US,4.01
1319,Cormac McCarthy,"All the Pretty Horses (The Border Trilogy, #1)",https://images.gr-assets.com/books/1498463335m/469571.jpg,https://images.gr-assets.com/books/1498463335s/469571.jpg,435,106,679744398,9780679744400,1992,All the Pretty Horses,eng,3.97
1320,"Arthur Conan Doyle, Kyle Freeman","The Complete Sherlock Holmes, Vol 2",https://images.gr-assets.com/books/1347663158m/3586.jpg,https://images.gr-assets.com/books/1347663158s/3586.jpg,2138,117,1593082045,9781593082050,1914,"Sherlock Holmes: The Complete Novels and Stories, Vol 2",,4.46
1321,"Eiichirō Oda, Andy Nakatani","One Piece, Volume 01: Romance Dawn (One Piece, #1)",https://images.gr-assets.com/books/1318523719m/1237398.jpg,https://images.gr-assets.com/books/1318523719s/1237398.jpg,2156,46,1569319014,9781569319020,1997,"One Piece, Volume 01",eng,4.42
1322,Peter S. Beagle,"The Last Unicorn (The Last Unicorn, #1)",https://images.gr-assets.com/books/1358147318m/29127.jpg,https://images.gr-assets.com/books/1358147318s/29127.jpg,1259,73,451450523,9780451450520,1968,The Last Unicorn,eng,4.18
1323,Angie Sage,"Magyk (Septimus Heap, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1684,98,60577312,9780060577320,2005,Magyk,eng,3.8
1324,Laurie Halse Anderson,Fever 1793,https://images.gr-assets.com/books/1381743126m/781110.jpg,https://images.gr-assets.com/books/1381743126s/781110.jpg,2200,27,689848919,9780689848920,2000,Fever 1793,en-US,3.89
1325,Tana French,"The Likeness (Dublin Murder Squad, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,836,56,670018864,9780670018860,2008,The Likeness,eng,4.05
1326,Erik Larson,Dead Wake: The Last Crossing of the Lusitania,https://images.gr-assets.com/books/1408923747m/22551730.jpg,https://images.gr-assets.com/books/1408923747s/22551730.jpg,378,46,307408868,9780307408860,2015,Dead Wake: The Last Crossing of the Lusitania,eng,4.07
1327,Rudyard Kipling,The Jungle Book,https://images.gr-assets.com/books/1327873594m/77270.jpg,https://images.gr-assets.com/books/1327873594s/77270.jpg,3652,1306,812504690,9780812504700,1894,The Jungle Book,eng,3.94
1328,Terry Hayes,"I Am Pilgrim (Pilgrim, #1)",https://images.gr-assets.com/books/1403345411m/18144124.jpg,https://images.gr-assets.com/books/1403345411s/18144124.jpg,2855,1,1439177724,9781439177720,2013,I Am Pilgrim,eng,4.23
1329,"Allen Ginsberg, William Carlos Williams",Howl and Other Poems,https://images.gr-assets.com/books/1327870926m/6295.jpg,https://images.gr-assets.com/books/1327870926s/6295.jpg,189,47,872863107,9780872863100,1956,Howl and Other Poems,eng,4.14
1330,Richard Carlson,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,590,82,073380084X,9780733800850,1997,Don't Sweat the Small Stuff,eng,3.95
1331,"Adam Mansbach, Ricardo Cortés",Go the Fuck to Sleep,https://images.gr-assets.com/books/1342861907m/11192642.jpg,https://images.gr-assets.com/books/1342861907s/11192642.jpg,2950,51,1617750255,9781617750250,2011,Go the Fuck to Sleep,eng,4.26
1332,Douglas Adams,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",https://images.gr-assets.com/books/1320725132m/360.jpg,https://images.gr-assets.com/books/1320725132s/360.jpg,3223,107,345418778,9780345418780,1992,Mostly Harmless,en-US,3.96
1333,Walter Isaacson,Benjamin Franklin: An American Life,https://images.gr-assets.com/books/1397772877m/10883.jpg,https://images.gr-assets.com/books/1397772877s/10883.jpg,2398,30,074325807X,9780743258070,2003,Benjamin Franklin: An American Life,eng,3.96
1334,Téa Obreht,The Tiger's Wife,https://images.gr-assets.com/books/1382570044m/8366402.jpg,https://images.gr-assets.com/books/1382570044s/8366402.jpg,2497,59,385343833,9780385343830,2011,The Tiger's Wife,eng,3.37
1335,Maria V. Snyder,"Poison Study (Study, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1414,71,778324338,9780778324330,2005,Poison Study,eng,4.16
1336,J.R. Ward,"Lover Unbound (Black Dagger Brotherhood, #5)",https://images.gr-assets.com/books/1351276662m/304027.jpg,https://images.gr-assets.com/books/1351276662s/304027.jpg,1635,52,451222350,9780451222350,2007,Lover Unbound,eng,4.33
1337,Terry Pratchett,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1385,65,60502932,9780060502940,2004,Going Postal,eng,4.36
1338,"Anonymous, Joseph Smith Jr.",The Book of Mormon: Another Testament of Jesus Christ,https://images.gr-assets.com/books/1327389004m/323355.jpg,https://images.gr-assets.com/books/1327389004s/323355.jpg,610,343,967686563,9780967686560,1830,The Book of Mormon,eng,4.37
1339,Stephen King,The Mist,https://images.gr-assets.com/books/1331317781m/813214.jpg,https://images.gr-assets.com/books/1331317781s/813214.jpg,1085,35,451223292,9780451223300,1980,The Mist,en-US,3.92
1340,Jim Butcher,"Dead Beat (The Dresden Files, #7)",https://images.gr-assets.com/books/1345667776m/17683.jpg,https://images.gr-assets.com/books/1345667776s/17683.jpg,3197,30,045146091X,9780451460910,2005,Dead Beat,eng,4.43
1341,Pierce Brown,"Golden Son (Red Rising, #2)",https://images.gr-assets.com/books/1394684475m/18966819.jpg,https://images.gr-assets.com/books/1394684475s/18966819.jpg,2995,63,345539826,9780345539820,2015,Golden Son,eng,4.46
1342,Terry Pratchett,"Night Watch (Discworld, #29; City Watch, #6)",https://images.gr-assets.com/books/1320518310m/47989.jpg,https://images.gr-assets.com/books/1320518310s/47989.jpg,3041,62,055215430X,9780552154310,2002,Night Watch,eng,4.47
1343,Terry Pratchett,"The Light Fantastic (Discworld, #2; Rincewind #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,838,117,61020702,9780061020700,1986,The Light Fantastic,en-US,3.94
1344,Malcolm Gladwell,What the Dog Saw and Other Adventures,https://images.gr-assets.com/books/1344263875m/6516450.jpg,https://images.gr-assets.com/books/1344263875s/6516450.jpg,383,61,316078573,9780316078570,2009,What the Dog Saw and Other Adventures,eng,3.82
1345,Karin Slaughter,Pretty Girls,https://images.gr-assets.com/books/1432205734m/25574782.jpg,https://images.gr-assets.com/books/1432205734s/25574782.jpg,3597,12,62430874,9780062430880,2015,Pretty Girls,eng,3.95
1346,Joe Abercrombie,"Last Argument of Kings (The First Law, #3)",https://images.gr-assets.com/books/1302062699m/944076.jpg,https://images.gr-assets.com/books/1302062699s/944076.jpg,921,60,575077905,9780575077900,2008,Last Argument of Kings,eng,4.26
1347,Stephen King,Revival,https://images.gr-assets.com/books/1394651975m/20926278.jpg,https://images.gr-assets.com/books/1394651975s/20926278.jpg,2874,76,1476770387,9781476770380,2014,Revival,en-US,3.75
1348,Dr. Seuss,Horton Hears a Who!,https://images.gr-assets.com/books/1327924655m/7779.jpg,https://images.gr-assets.com/books/1327924655s/7779.jpg,3042,37,679800034,9780679800030,1954,Horton Hears a Who!,eng,4.16
1349,Michael   Lewis,The Blind Side: Evolution of a Game,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3161,35,393330478,9780393330470,2006,The Blind Side: Evolution of a Game,eng,4.16
1350,Garth Nix,"Lirael (Abhorsen, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3154,69,60590165,9780060590160,2001,Lirael,en-US,4.29
1351,James Patterson,"School's Out—Forever (Maximum Ride, #2)",https://images.gr-assets.com/books/1346079917m/13139.jpg,https://images.gr-assets.com/books/1346079917s/13139.jpg,1353,72,316155594,9780316155600,2006,School's Out Forever,en-US,4.16
1352,"Yana Toboso, Tomo Kimura","Black Butler, Vol. 1 (Black Butler, #1)",https://images.gr-assets.com/books/1336691148m/6690979.jpg,https://images.gr-assets.com/books/1336691148s/6690979.jpg,3603,17,316080845,9780316080840,2007,黒執事 I [Kuroshitsuji I],eng,4.37
1353,Marissa Meyer,"Winter (The Lunar Chronicles, #4)",https://images.gr-assets.com/books/1470057036m/13206900.jpg,https://images.gr-assets.com/books/1470057036s/13206900.jpg,3093,40,312642989,9780312642980,2015,Winter,eng,4.49
1354,"Robert Louis Stevenson, Robert Mighall",The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,https://images.gr-assets.com/books/1327927453m/51497.jpg,https://images.gr-assets.com/books/1327927453s/51497.jpg,1891,32,141439734,9780141439730,1886,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,eng,3.94
